rowname,geometry,selected
22524,"c(15.895833, 49.637778)",TRUE
21950,"c(15.897778, 49.6275)",FALSE
21954,"c(15.899444, 49.648056)",TRUE
22530,"c(15.895833, 49.637778)",TRUE
22518,"c(15.895833, 49.637778)",FALSE
22517,"c(15.895833, 49.637778)",FALSE
22529,"c(15.895833, 49.637778)",TRUE
23998,"c(15.883611, 49.638333)",FALSE
23997,"c(15.884444, 49.638333)",FALSE
22520,"c(15.895833, 49.637778)",TRUE
22526,"c(15.895833, 49.637778)",TRUE
23994,"c(15.894444, 49.650833)",FALSE
23993,"c(15.892222, 49.649167)",FALSE
22064,"c(16.399167, 50.310833)",TRUE
22032,"c(15.769444, 50.647222)",TRUE
23695,"c(16.398056, 50.310556)",TRUE
24463,"c(16.398889, 50.311389)",TRUE
22067,"c(16.416111, 50.293611)",TRUE
20624,"c(16.419972, 50.321361)",TRUE
20623,"c(16.420806, 50.321111)",TRUE
24432,"c(15.748056, 50.670278)",TRUE
22031,"c(15.761111, 50.65)",TRUE
22033,"c(15.753611, 50.660833)",TRUE
22034,"c(15.753611, 50.660833)",TRUE
21952,"c(15.858889, 49.642222)",TRUE
24008,"c(15.868056, 49.635)",TRUE
23999,"c(15.868333, 49.634444)",TRUE
24000,"c(15.864444, 49.643333)",TRUE
23694,"c(16.398056, 50.310556)",TRUE
24457,"c(16.397778, 50.301389)",TRUE
24465,"c(16.396667, 50.315)",TRUE
19952,"c(16.202778, 50.560556)",TRUE
25030,"c(16.199269, 50.572494)",TRUE
19954,"c(16.208056, 50.556111)",TRUE
19953,"c(16.206111, 50.558333)",TRUE
24211,"c(16.383333, 50.325)",FALSE
25128,"c(16.290794, 50.526044)",TRUE
20097,"c(16.370861, 50.341111)",FALSE
23646,"c(16.370278, 50.343889)",TRUE
22062,"c(16.356111, 50.34)",FALSE
22061,"c(16.355278, 50.335)",FALSE
20098,"c(16.371417, 50.338417)",FALSE
23704,"c(16.375833, 50.337778)",TRUE
20100,"c(16.375833, 50.334417)",FALSE
20094,"c(16.377333, 50.3335)",TRUE
20620,"c(16.379222, 50.249667)",TRUE
20093,"c(16.378139, 50.336139)",TRUE
20096,"c(16.372194, 50.34175)",TRUE
20099,"c(16.373389, 50.337417)",FALSE
20095,"c(16.372694, 50.342667)",TRUE
24732,"c(15.997778, 49.649444)",TRUE
24731,"c(15.997778, 49.649444)",FALSE
22009,"c(15.988611, 49.651667)",TRUE
24691,"c(16.028889, 49.75)",TRUE
25233,"c(16.062878, 49.712444)",FALSE
22815,"c(16.123889, 50.574722)",TRUE
22472,"c(16.143056, 50.597222)",TRUE
25231,"c(16.133031, 49.712819)",TRUE
25235,"c(16.117811, 49.707542)",TRUE
20294,"c(16.097972, 49.686167)",TRUE
25232,"c(16.079197, 49.712581)",TRUE
25234,"c(16.09545, 49.723833)",TRUE
20627,"c(16.422833, 50.323778)",FALSE
23793,"c(15.547778, 50.740833)",TRUE
21470,"c(15.558056, 50.755278)",TRUE
21471,"c(15.558056, 50.755278)",FALSE
21483,"c(15.558056, 50.755278)",TRUE
21469,"c(15.558056, 50.755278)",FALSE
21472,"c(15.558056, 50.755278)",TRUE
21486,"c(15.558056, 50.755278)",TRUE
21479,"c(15.558056, 50.755278)",FALSE
21480,"c(15.558056, 50.755278)",FALSE
21484,"c(15.558056, 50.755278)",FALSE
21482,"c(15.558056, 50.755278)",FALSE
21481,"c(15.558056, 50.755278)",TRUE
21477,"c(15.558056, 50.755278)",FALSE
22044,"c(15.551389, 50.761111)",FALSE
22040,"c(15.551667, 50.760833)",TRUE
23794,"c(15.549444, 50.741944)",TRUE
21475,"c(15.558056, 50.755278)",FALSE
21478,"c(15.558056, 50.755278)",FALSE
21476,"c(15.558056, 50.755278)",FALSE
21487,"c(15.558056, 50.755278)",TRUE
25107,"c(16.696486, 50.033092)",TRUE
25108,"c(16.696436, 50.067256)",TRUE
25106,"c(16.697225, 50.002133)",TRUE
23792,"c(15.53, 50.740833)",TRUE
23696,"c(16.687778, 49.9475)",TRUE
22069,"c(16.677222, 50.065278)",TRUE
22047,"c(15.501389, 50.774444)",TRUE
25109,"c(16.699911, 50.003922)",TRUE
23800,"c(15.545, 50.741111)",TRUE
23799,"c(15.545, 50.741111)",TRUE
23809,"c(15.544722, 50.741944)",TRUE
23810,"c(15.544722, 50.741944)",FALSE
23811,"c(15.544722, 50.741944)",TRUE
24435,"c(15.546944, 50.761389)",TRUE
23808,"c(15.545278, 50.741667)",TRUE
23807,"c(15.545278, 50.741667)",FALSE
23798,"c(15.544444, 50.741111)",TRUE
23796,"c(15.535, 50.746944)",TRUE
25008,"c(16.584833, 49.772972)",TRUE
23801,"c(15.543889, 50.741667)",TRUE
23805,"c(15.543889, 50.741667)",TRUE
23797,"c(15.544444, 50.741111)",TRUE
23803,"c(15.543889, 50.741667)",TRUE
23804,"c(15.543889, 50.741667)",TRUE
23802,"c(15.543889, 50.741667)",TRUE
21474,"c(15.558056, 50.755278)",TRUE
22037,"c(15.681111, 50.743333)",TRUE
22036,"c(15.681111, 50.743333)",TRUE
24464,"c(16.455, 50.266944)",TRUE
21503,"c(15.688056, 49.108889)",TRUE
22038,"c(15.665278, 50.736944)",TRUE
23702,"c(16.486944, 50.230833)",FALSE
22265,"c(15.634444, 50.711111)",TRUE
20622,"c(16.493667, 50.217278)",FALSE
20619,"c(16.489806, 50.214417)",TRUE
20628,"c(16.429639, 50.324389)",TRUE
22035,"c(15.724722, 50.717778)",TRUE
20629,"c(16.430639, 50.324028)",FALSE
20630,"c(16.433278, 50.320722)",TRUE
20502,"c(16.431944, 50.263056)",TRUE
20632,"c(16.428028, 50.319306)",FALSE
20626,"c(16.424083, 50.322194)",TRUE
20625,"c(16.423944, 50.320556)",TRUE
22264,"c(16.446111, 50.251389)",TRUE
23697,"c(16.4525, 50.247222)",TRUE
23698,"c(16.4525, 50.247222)",TRUE
20356,"c(15.583856, 50.738039)",TRUE
21485,"c(15.558056, 50.755278)",FALSE
21473,"c(15.558056, 50.755278)",TRUE
21468,"c(15.558056, 50.755278)",TRUE
21467,"c(15.558056, 50.755278)",FALSE
20822,"c(16.509722, 50.204167)",FALSE
20823,"c(16.509722, 50.204167)",TRUE
20821,"c(16.509722, 50.204167)",TRUE
20820,"c(16.509722, 50.204167)",TRUE
20621,"c(16.497222, 50.214889)",TRUE
22068,"c(16.502222, 50.224444)",TRUE
20819,"c(16.501944, 50.206944)",FALSE
22039,"c(15.598889, 50.769722)",FALSE
20358,"c(15.610286, 50.710686)",TRUE
20357,"c(15.603736, 50.710772)",FALSE
20165,"c(15.276322, 50.839753)",TRUE
20348,"c(15.278517, 50.752856)",TRUE
20164,"c(15.278425, 50.839894)",TRUE
20347,"c(15.276919, 50.754042)",TRUE
24233,"c(17.283333, 50.241667)",TRUE
20178,"c(15.223392, 50.830153)",TRUE
20158,"c(15.22305, 50.841669)",FALSE
20139,"c(15.279097, 50.884772)",FALSE
23846,"c(15.280833, 50.810556)",FALSE
23909,"c(17.344167, 50.045556)",TRUE
22427,"c(15.2, 50.851944)",FALSE
20351,"c(15.284111, 50.757264)",TRUE
22461,"c(17.249722, 50.068333)",TRUE
20222,"c(15.279589, 50.875411)",TRUE
20184,"c(15.204981, 50.822544)",FALSE
24046,"c(15.280278, 50.832778)",FALSE
24070,"c(15.279722, 50.836389)",TRUE
25252,"c(15.25525, 50.835833)",TRUE
24717,"c(15.273333, 50.888889)",FALSE
24036,"c(15.2475, 50.8375)",TRUE
20188,"c(15.246936, 50.820511)",FALSE
20169,"c(15.272653, 50.806961)",FALSE
23851,"c(15.255833, 50.835556)",FALSE
20378,"c(15.247222, 50.862278)",TRUE
20346,"c(15.272722, 50.754058)",FALSE
23638,"c(15.253889, 50.833611)",FALSE
24890,"c(17.251278, 50.058306)",FALSE
20232,"c(15.223097, 50.77295)",TRUE
20141,"c(15.274986, 50.890094)",TRUE
21985,"c(17.251944, 50.076667)",TRUE
25253,"c(15.274381, 50.840908)",FALSE
24898,"c(17.253028, 50.075611)",FALSE
20179,"c(15.221386, 50.831272)",FALSE
21979,"c(15.248056, 50.84)",TRUE
24071,"c(15.274444, 50.835833)",TRUE
20349,"c(15.284364, 50.752653)",TRUE
22437,"c(15.2, 50.851944)",FALSE
22786,"c(15.245, 50.837778)",TRUE
22431,"c(15.2, 50.851944)",FALSE
22428,"c(15.2, 50.851944)",TRUE
22503,"c(15.2, 50.851944)",FALSE
22406,"c(15.2, 50.851944)",FALSE
24723,"c(15.2525, 50.840833)",TRUE
24705,"c(15.2525, 50.840833)",TRUE
22426,"c(15.2, 50.851944)",FALSE
20354,"c(15.293142, 50.763719)",TRUE
24897,"c(17.245556, 50.075917)",FALSE
23635,"c(15.235, 50.835278)",TRUE
24889,"c(17.248528, 50.073111)",TRUE
20185,"c(15.234942, 50.836272)",FALSE
23636,"c(15.235, 50.835278)",TRUE
23349,"c(15.2975, 50.846667)",TRUE
24901,"c(17.247889, 50.083167)",FALSE
22436,"c(15.2, 50.851944)",TRUE
22499,"c(15.2, 50.851944)",TRUE
20650,"c(15.291139, 50.867944)",TRUE
20134,"c(15.224056, 50.854472)",FALSE
22508,"c(15.2, 50.851944)",FALSE
22416,"c(15.2, 50.851944)",FALSE
22466,"c(17.249722, 50.068333)",FALSE
22463,"c(17.249722, 50.068333)",FALSE
20350,"c(15.286258, 50.755236)",TRUE
22464,"c(17.249722, 50.068333)",FALSE
22412,"c(15.2, 50.851944)",FALSE
20105,"c(15.292303, 50.871814)",FALSE
24715,"c(15.2525, 50.840833)",FALSE
22465,"c(17.249722, 50.068333)",FALSE
20103,"c(15.292539, 50.875208)",FALSE
22407,"c(15.2, 50.851944)",FALSE
20651,"c(15.292417, 50.8715)",FALSE
20159,"c(15.225789, 50.839528)",TRUE
22423,"c(15.2, 50.851944)",FALSE
22459,"c(17.249722, 50.068333)",TRUE
20239,"c(15.228564, 50.838319)",FALSE
20312,"c(15.228564, 50.838319)",TRUE
20248,"c(15.261931, 50.859642)",TRUE
20245,"c(15.261931, 50.859642)",FALSE
20192,"c(15.262483, 50.88865)",TRUE
20170,"c(15.262, 50.830281)",FALSE
23639,"c(15.261944, 50.836389)",TRUE
20244,"c(15.261931, 50.859642)",FALSE
20189,"c(15.259581, 50.850392)",TRUE
20257,"c(15.259217, 50.835908)",TRUE
24060,"c(15.259167, 50.833611)",FALSE
20250,"c(15.261931, 50.859642)",TRUE
20247,"c(15.261931, 50.859642)",TRUE
20242,"c(15.261931, 50.859642)",FALSE
25113,"c(17.268256, 50.023583)",FALSE
24069,"c(15.266111, 50.824722)",FALSE
20171,"c(15.265733, 50.831186)",TRUE
24899,"c(17.257972, 50.077583)",FALSE
24866,"c(17.261111, 50.077778)",TRUE
25112,"c(17.267411, 50.025828)",TRUE
24042,"c(15.259167, 50.833611)",FALSE
22586,"c(17.268056, 50.0275)",TRUE
20183,"c(15.212658, 50.825864)",FALSE
22785,"c(15.245, 50.837778)",TRUE
22784,"c(15.245, 50.837778)",TRUE
24048,"c(15.259167, 50.833611)",FALSE
24044,"c(15.259167, 50.833611)",FALSE
24035,"c(15.259167, 50.833611)",FALSE
24067,"c(15.259167, 50.833889)",FALSE
22782,"c(15.245, 50.837778)",TRUE
24049,"c(15.259167, 50.833611)",FALSE
24047,"c(15.259167, 50.833611)",FALSE
24064,"c(15.259167, 50.833611)",FALSE
22783,"c(15.245, 50.837778)",TRUE
22788,"c(15.245, 50.837778)",FALSE
24050,"c(15.259167, 50.833889)",FALSE
24043,"c(15.259167, 50.833611)",FALSE
24063,"c(15.259167, 50.833889)",FALSE
24041,"c(15.259167, 50.833611)",FALSE
24038,"c(15.259167, 50.833611)",FALSE
24054,"c(15.259167, 50.833611)",FALSE
20233,"c(15.209478, 50.773256)",FALSE
24053,"c(15.259167, 50.833611)",FALSE
24040,"c(15.259167, 50.833611)",FALSE
24037,"c(15.259167, 50.833611)",FALSE
24056,"c(15.259167, 50.833889)",FALSE
24068,"c(15.266111, 50.824722)",FALSE
24900,"c(17.254333, 50.083167)",TRUE
20194,"c(15.245939, 50.8001)",TRUE
20173,"c(15.257511, 50.832642)",FALSE
20161,"c(15.245944, 50.850489)",FALSE
20160,"c(15.220372, 50.839797)",FALSE
20180,"c(15.218367, 50.830597)",TRUE
20143,"c(15.258331, 50.849175)",TRUE
24039,"c(15.259167, 50.833611)",FALSE
23401,"c(15.22, 50.826667)",FALSE
23637,"c(15.257222, 50.835556)",FALSE
24868,"c(17.272222, 50.081944)",TRUE
20321,"c(15.272461, 50.836747)",TRUE
23398,"c(15.220556, 50.824167)",FALSE
24867,"c(17.272222, 50.081944)",TRUE
23848,"c(15.2075, 50.834722)",TRUE
20156,"c(15.220303, 50.844706)",FALSE
20177,"c(15.256608, 50.828075)",TRUE
23483,"c(15.246389, 50.839722)",TRUE
24052,"c(15.246389, 50.838056)",FALSE
20162,"c(15.246578, 50.849769)",TRUE
21983,"c(17.306389, 50.216944)",TRUE
23855,"c(15.213889, 50.84)",FALSE
20182,"c(15.213217, 50.828472)",FALSE
20172,"c(15.269119, 50.835292)",TRUE
20181,"c(15.215592, 50.830114)",FALSE
24057,"c(15.259167, 50.833889)",TRUE
24062,"c(15.266667, 50.824722)",FALSE
24061,"c(15.266667, 50.824722)",FALSE
24066,"c(15.259167, 50.833611)",FALSE
24045,"c(15.259167, 50.833611)",TRUE
24055,"c(15.259167, 50.833889)",FALSE
20168,"c(15.270019, 50.812342)",FALSE
20136,"c(15.26995, 50.892739)",FALSE
23399,"c(15.216944, 50.831111)",FALSE
20201,"c(15.217319, 50.813003)",FALSE
20187,"c(15.217297, 50.847742)",TRUE
23400,"c(15.216944, 50.829167)",TRUE
20241,"c(15.216058, 50.840658)",TRUE
25251,"c(15.245583, 50.838472)",FALSE
20176,"c(15.245589, 50.841819)",FALSE
20200,"c(15.216178, 50.816444)",TRUE
24894,"c(17.238972, 50.04975)",FALSE
22511,"c(15.2, 50.851944)",FALSE
22433,"c(15.2, 50.851944)",TRUE
20107,"c(15.302689, 50.863128)",FALSE
20144,"c(15.302383, 50.845992)",FALSE
24832,"c(17.236111, 50.111111)",FALSE
24384,"c(17.235833, 50.075)",FALSE
20109,"c(15.301006, 50.867228)",FALSE
20118,"c(15.313433, 50.835389)",FALSE
20252,"c(15.305622, 50.864506)",FALSE
22787,"c(15.245, 50.837778)",TRUE
24378,"c(17.233611, 50.193611)",TRUE
23350,"c(15.303056, 50.842778)",FALSE
21532,"c(17.233889, 50.074722)",TRUE
22401,"c(15.2, 50.851944)",FALSE
22404,"c(15.2, 50.851944)",FALSE
21982,"c(17.297778, 50.216389)",TRUE
22500,"c(15.2, 50.851944)",FALSE
23847,"c(15.299444, 50.839444)",TRUE
20198,"c(15.233686, 50.808164)",FALSE
22507,"c(15.2, 50.851944)",TRUE
24690,"c(17.295556, 50.221111)",TRUE
22510,"c(15.2, 50.851944)",FALSE
22442,"c(15.2, 50.851944)",FALSE
24831,"c(17.236111, 50.111111)",TRUE
22421,"c(15.2, 50.851944)",FALSE
22266,"c(15.2, 50.851944)",FALSE
21990,"c(17.226944, 50.074167)",TRUE
22505,"c(15.2, 50.851944)",FALSE
22438,"c(15.2, 50.851944)",FALSE
22420,"c(15.2, 50.851944)",FALSE
21390,"c(15.243333, 50.790833)",TRUE
25249,"c(15.310639, 50.849333)",FALSE
23351,"c(15.309722, 50.848056)",FALSE
22408,"c(15.2, 50.851944)",FALSE
22506,"c(15.2, 50.851944)",FALSE
21980,"c(15.308889, 50.8525)",TRUE
23854,"c(15.308889, 50.8525)",FALSE
20197,"c(15.238708, 50.808586)",FALSE
23852,"c(15.311944, 50.845278)",TRUE
23845,"c(15.251667, 50.841111)",FALSE
20186,"c(15.239125, 50.846192)",FALSE
24104,"c(15.238611, 50.831389)",TRUE
20147,"c(15.312164, 50.846711)",FALSE
23345,"c(15.311944, 50.843333)",TRUE
23347,"c(15.310833, 50.843333)",FALSE
22440,"c(15.2, 50.851944)",FALSE
22418,"c(15.2, 50.851944)",TRUE
21989,"c(17.2325, 50.106111)",FALSE
24830,"c(17.227778, 50.127778)",TRUE
21991,"c(17.232778, 50.073611)",TRUE
22422,"c(15.2, 50.851944)",FALSE
22432,"c(15.2, 50.851944)",FALSE
20175,"c(15.244769, 50.840681)",FALSE
23346,"c(15.312778, 50.841944)",TRUE
22267,"c(15.2, 50.851944)",TRUE
23348,"c(15.312778, 50.841944)",TRUE
22411,"c(15.2, 50.851944)",FALSE
20190,"c(15.308806, 50.848647)",FALSE
20196,"c(15.241289, 50.806453)",TRUE
22444,"c(15.2, 50.851944)",FALSE
20174,"c(15.250097, 50.833611)",TRUE
22405,"c(15.2, 50.851944)",FALSE
25114,"c(17.298364, 50.031753)",TRUE
21988,"c(17.238333, 50.045833)",TRUE
22413,"c(15.2, 50.851944)",FALSE
23842,"c(15.230278, 50.833333)",TRUE
21981,"c(17.297778, 50.216389)",TRUE
24103,"c(15.236111, 50.845278)",FALSE
5174,"c(22.203656, 58.405627)",TRUE
5180,"c(26.703782, 59.206058)",TRUE
7550,"c(24.150692, 59.250853)",TRUE
7549,"c(24.150797, 59.250982)",TRUE
7499,"c(24.650123, 58.95585)",TRUE
6466,"c(24.561417, 58.962861)",TRUE
7039,"c(22.088617, 58.305533)",TRUE
5237,"c(26.703782, 59.206058)",TRUE
8150,"c(22.068833, 58.053167)",TRUE
5220,"c(27.092486, 58.37533)",FALSE
5191,"c(26.703782, 59.206058)",TRUE
7661,"c(24.417967, 59.001183)",TRUE
5199,"c(26.703782, 59.206058)",FALSE
5187,"c(22.21185, 58.400036)",TRUE
7562,"c(24.533753, 59.417573)",TRUE
6247,"c(27.80285, 59.174417)",TRUE
5207,"c(27.092486, 58.37533)",TRUE
6183,"c(27.583472, 59.157917)",TRUE
6915,"c(27.57681, 59.25464)",TRUE
7711,"c(26.42, 58.011667)",FALSE
6913,"c(27.58914, 59.27197)",TRUE
7492,"c(24.6031, 58.964183)",TRUE
7586,"c(24.916928, 59.183472)",TRUE
5179,"c(25.622667, 59.273033)",TRUE
7574,"c(24.484272, 59.184327)",TRUE
7607,"c(22.853867, 58.960133)",TRUE
7958,"c(25.47, 59.268)",TRUE
7957,"c(25.47, 59.268)",FALSE
6245,"c(27.816793, 59.174767)",TRUE
7587,"c(24.967327, 59.183418)",TRUE
7513,"c(25.766698, 59.117272)",FALSE
7514,"c(25.766672, 59.117217)",TRUE
7515,"c(25.766815, 59.117205)",TRUE
6974,"c(27.18467, 59.239)",TRUE
5189,"c(25.039583, 58.152314)",FALSE
6447,"c(24.616, 59.047)",TRUE
7600,"c(22.187483, 58.9293)",TRUE
7588,"c(25.084002, 59.184225)",TRUE
7005,"c(22.186883, 58.48905)",TRUE
7516,"c(25.766915, 59.117227)",TRUE
7558,"c(24.500378, 59.433697)",TRUE
6455,"c(25.031083, 59.056639)",TRUE
5164,"c(22.21185, 58.400036)",TRUE
7520,"c(24.282733, 59.282467)",TRUE
6427,"c(26.9919, 57.660383)",TRUE
7832,"c(25.679, 59.243)",TRUE
7833,"c(25.679, 59.243)",TRUE
7567,"c(24.267592, 59.283448)",TRUE
7827,"c(25.708, 59.386)",TRUE
6460,"c(25.186306, 59.048361)",TRUE
5171,"c(22.21185, 58.400036)",FALSE
5166,"c(26.731522, 58.47198)",TRUE
7569,"c(24.283632, 59.28355)",TRUE
5230,"c(26.703782, 59.206058)",TRUE
7566,"c(24.266943, 59.267558)",TRUE
7481,"c(24.450738, 59.116893)",TRUE
5231,"c(25.039583, 58.152314)",TRUE
6181,"c(27.592233, 59.152783)",TRUE
5170,"c(22.231717, 58.0984)",TRUE
5234,"c(25.039583, 58.152314)",TRUE
5185,"c(22.21185, 58.400036)",TRUE
5175,"c(22.21185, 58.400036)",FALSE
7498,"c(24.638433, 58.959783)",TRUE
5193,"c(26.731522, 58.47198)",TRUE
7517,"c(25.217027, 59.250428)",TRUE
6978,"c(27.59192, 59.41386)",TRUE
5169,"c(24.67762, 59.37742)",TRUE
6199,"c(27.770517, 59.1684)",TRUE
5177,"c(26.731522, 58.47198)",TRUE
6424,"c(27.03807, 57.701017)",TRUE
6430,"c(27.04297, 57.669117)",TRUE
5178,"c(26.286704, 58.878114)",TRUE
6219,"c(27.78855, 59.173533)",TRUE
5172,"c(22.21185, 58.400036)",TRUE
5197,"c(26.286704, 58.878114)",FALSE
6220,"c(27.79125, 59.176083)",TRUE
5208,"c(26.703782, 59.206058)",TRUE
5163,"c(22.21185, 58.400036)",TRUE
5195,"c(26.286704, 58.878114)",FALSE
5229,"c(26.286704, 58.878114)",TRUE
6423,"c(27.03437, 57.703383)",TRUE
6448,"c(24.612194, 59.049278)",TRUE
5238,"c(26.703782, 59.206058)",TRUE
5198,"c(26.703782, 59.206058)",TRUE
5222,"c(26.703782, 59.206058)",FALSE
6214,"c(27.77895, 59.17075)",TRUE
5162,"c(22.21185, 58.400036)",TRUE
5196,"c(26.286704, 58.878114)",TRUE
7670,"c(18.754117, 57.6289)",TRUE
5194,"c(26.286704, 58.878114)",TRUE
6215,"c(27.780183, 59.171367)",TRUE
7695,"c(18.7528, 57.714283)",TRUE
6961,"c(27.02425, 59.16367)",TRUE
7603,"c(22.450062, 58.988167)",TRUE
7527,"c(24.2574, 58.983393)",TRUE
7606,"c(22.798683, 58.983482)",TRUE
7710,"c(26.419667, 58.011333)",TRUE
6396,"c(26.229167, 58.536333)",FALSE
7604,"c(22.7867, 58.990567)",FALSE
5228,"c(25.039583, 58.152314)",TRUE
6409,"c(25.559333, 59.266813)",FALSE
7708,"c(26.403833, 58.005833)",TRUE
7747,"c(26.388167, 58.072)",TRUE
7605,"c(22.802983, 58.991583)",TRUE
7523,"c(24.250385, 58.967457)",TRUE
7713,"c(26.479, 58.0145)",TRUE
7705,"c(26.474667, 58.025)",TRUE
7704,"c(26.475167, 58.025)",TRUE
7712,"c(26.4765, 58.016167)",TRUE
6408,"c(25.497, 59.268667)",TRUE
5225,"c(26.733002, 58.475874)",TRUE
7703,"c(26.473167, 58.024333)",TRUE
5233,"c(25.039583, 58.152314)",TRUE
7614,"c(23.206883, 59.027583)",TRUE
6410,"c(25.516333, 59.265)",TRUE
6179,"c(27.57455, 59.14125)",TRUE
6180,"c(27.57365, 59.1426)",TRUE
7540,"c(24.466753, 58.883632)",TRUE
7770,"c(23.13, 58.5)",TRUE
7721,"c(26.5015, 58.126333)",TRUE
7583,"c(24.816885, 59.217567)",FALSE
7594,"c(22.83655, 58.964467)",TRUE
7718,"c(26.416833, 57.974833)",TRUE
7735,"c(26.5015, 58.126333)",FALSE
7720,"c(26.501833, 58.1265)",FALSE
7541,"c(24.45795, 58.881067)",TRUE
6178,"c(27.5564, 59.124717)",TRUE
7732,"c(26.5015, 58.126333)",FALSE
7584,"c(24.883817, 59.233403)",TRUE
7949,"c(26.153, 58.513)",TRUE
7480,"c(24.567195, 59.133622)",TRUE
7733,"c(26.5015, 58.126333)",TRUE
7769,"c(23.13, 58.5)",TRUE
6443,"c(24.630639, 59.060056)",TRUE
7865,"c(26.5, 57.7)",TRUE
7706,"c(26.404667, 58.005833)",FALSE
5209,"c(22.505762, 58.149904)",TRUE
7702,"c(26.499833, 58.097667)",TRUE
7491,"c(24.583968, 58.967445)",TRUE
7821,"c(25.5295, 59.090967)",TRUE
7734,"c(26.5015, 58.126333)",TRUE
7879,"c(26.5, 57.7)",TRUE
7485,"c(24.516953, 59.083763)",TRUE
7731,"c(26.501333, 58.127667)",TRUE
7609,"c(23.119733, 59.022683)",TRUE
5226,"c(26.733002, 58.475874)",FALSE
5227,"c(26.733002, 58.475874)",TRUE
8066,"c(25.07, 58.45)",TRUE
6182,"c(27.593267, 59.154533)",TRUE
8068,"c(25.07, 58.45)",TRUE
5176,"c(25.039583, 58.152314)",TRUE
7737,"c(26.534167, 58.1025)",TRUE
7571,"c(25.033772, 59.06707)",TRUE
7858,"c(22.132, 58.282)",TRUE
7918,"c(26.4617, 57.7002)",TRUE
5188,"c(25.039583, 58.152314)",TRUE
5224,"c(26.733002, 58.475874)",TRUE
8041,"c(25.07, 58.45)",TRUE
7434,"c(25.6125, 59.5095)",TRUE
7573,"c(24.8669, 59.134228)",TRUE
5165,"c(25.039583, 58.152314)",TRUE
5200,"c(25.616599, 59.278468)",TRUE
5167,"c(25.616599, 59.278468)",TRUE
7817,"c(26.442667, 57.76)",TRUE
6242,"c(27.8277, 59.175667)",TRUE
8072,"c(25.07, 58.45)",TRUE
7436,"c(25.6125, 59.5095)",TRUE
8040,"c(25.07, 58.45)",TRUE
7542,"c(24.478233, 58.8905)",TRUE
7739,"c(26.5335, 58.102833)",FALSE
6299,"c(26.89408, 59.44347)",TRUE
7741,"c(26.473, 58.0295)",FALSE
7557,"c(24.350642, 59.267632)",TRUE
6224,"c(27.837517, 59.176767)",TRUE
7846,"c(26.4642, 58.25635)",TRUE
7748,"c(26.4665, 58.024333)",FALSE
7714,"c(26.368833, 58.982833)",TRUE
7717,"c(26.518333, 58.104833)",TRUE
7742,"c(26.473, 58.0295)",TRUE
7738,"c(26.534167, 58.1025)",FALSE
7506,"c(24.389433, 59.126483)",TRUE
6294,"c(26.90278, 59.44319)",TRUE
86899,"c(29.83, 62.67)",TRUE
5878,"c(23.797, 60.241)",TRUE
5853,"c(23.797, 60.241)",TRUE
5857,"c(23.797, 60.241)",TRUE
86501,"c(26.717, 61.693)",TRUE
87985,"c(26.717, 67.708)",TRUE
86310,"c(26.722, 61.115)",TRUE
86358,"c(26.721, 61.259)",TRUE
7328,"c(29.3312, 64.8238)",TRUE
87984,"c(26.717, 67.702)",TRUE
7327,"c(29.3312, 64.8238)",TRUE
26247,"c(29.330833, 66.363889)",FALSE
26565,"c(26.728611, 67.842778)",TRUE
86643,"c(26.713, 62.116)",TRUE
7396,"c(26.703917, 62.586333)",TRUE
26248,"c(29.324167, 66.352778)",TRUE
86176,"c(26.727, 60.533)",TRUE
86500,"c(26.717, 61.686)",TRUE
86761,"c(26.71, 62.4)",TRUE
87922,"c(26.727, 66.847)",TRUE
87024,"c(26.704, 62.985)",TRUE
26249,"c(29.321389, 66.355278)",FALSE
86817,"c(26.709, 62.543)",TRUE
87537,"c(25.03, 64.396)",TRUE
26267,"c(29.321944, 66.353611)",FALSE
88020,"c(26.711, 68.143)",TRUE
87348,"c(29.929, 63.662)",TRUE
26564,"c(26.728611, 67.842778)",TRUE
26258,"c(29.319167, 66.353056)",FALSE
87023,"c(26.704, 62.978)",TRUE
87408,"c(29.944, 63.813)",TRUE
87951,"c(26.722, 67.277)",TRUE
87147,"c(26.701, 63.272)",TRUE
88019,"c(26.711, 68.138)",TRUE
86763,"c(26.71, 62.407)",TRUE
87134,"c(24.472, 63.246)",TRUE
26229,"c(29.441667, 66.341944)",TRUE
87043,"c(29.543, 62.959)",TRUE
87324,"c(26.373, 63.698)",TRUE
87618,"c(26.35, 64.706)",TRUE
87376,"c(26.37, 63.834)",TRUE
87101,"c(29.555, 63.099)",TRUE
86657,"c(29.47, 62.098)",TRUE
87206,"c(26.379, 63.414)",TRUE
87203,"c(26.38, 63.404)",TRUE
87271,"c(26.376, 63.551)",TRUE
26241,"c(29.443056, 66.349722)",TRUE
86602,"c(29.458, 61.948)",TRUE
87325,"c(26.373, 63.701)",TRUE
26269,"c(29.434444, 66.341389)",TRUE
86510,"c(29.436, 61.672)",TRUE
86520,"c(23.38, 61.782)",TRUE
87066,"c(24.485, 63.103)",TRUE
7349,"c(29.3717, 65.1261)",TRUE
87822,"c(26.325, 65.7)",TRUE
87824,"c(26.325, 65.7)",TRUE
26228,"c(29.437222, 66.3425)",TRUE
26242,"c(29.437778, 66.345556)",TRUE
87617,"c(26.35, 64.702)",TRUE
26268,"c(29.436389, 66.340556)",FALSE
